剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Item Rewards	星霜花汽水		精灵食物⏎融入了星霜花清香的气泡饮。是精灵们居家旅行必备小饮品。			Locfile全量-20260402	Starrime Soda		New	星霜の花ソーダ																											星霜花汽水	
	Item Rewards	雪菇甜酱		精灵食物⏎甜而不腻，香气扑鼻。回味中有着雪菇的香气，是精灵们喜爱的食物。			Locfile全量-20260402	Snowcap Sweet Sauce		New	ユキノコソース																											雪菇甜醬	
	Item Rewards	花星角曲奇		精灵食物⏎用花星角烤制而成的曲奇。香香脆脆大受精灵们好评。			Locfile全量-20260402	Astrahorn Cookie		New	アストラホーンクッキー																											花星角餅乾	
	Item Rewards	荧光兰布丁		精灵食物⏎Q弹爽滑的布丁，还能嚼到荧光兰颗粒。是精灵们喜爱的甜品。			Locfile全量-20260402	Luminara Pudding		New	ほたる蘭プリン																											螢光蘭布丁	
	Item Rewards	大嘴花酱吐司		精灵食物⏎松软的吐司，挤上大嘴花酱。没有精灵能抵抗这一口。			Locfile全量-20260402	Gapebloom Jam Toast		New	ぱくぱく花ジャムトースト																											大嘴花醬吐司	
	Item Rewards	流星兰汽水		精灵食物⏎融入了流星兰清香的气泡饮。是精灵们居家旅行必备小饮品。			Locfile全量-20260402	Asteria Soda		New	流星蘭ソーダ																											流星蘭汽水	
	Item Rewards	紫晶菇甜酱		精灵食物⏎甜而不腻，香气扑鼻。回味中有着紫晶菇的香气，是精灵们喜爱的食物。			Locfile全量-20260402	Violetcap Sweet Sauce		New	アメジスキノコソース																											紫晶菇甜醬	
	Item Rewards	海桑花曲奇		精灵食物⏎用海桑花烤制而成的曲奇。香香脆脆大受精灵们好评。			Locfile全量-20260402	Brineblossom Cookie		New	とこしえの花クッキー																											海桑花餅乾	
	Item Rewards	恶魔雪茄布丁		精灵食物⏎Q弹爽滑的布丁，还能嚼到恶魔雪茄颗粒。是精灵们喜爱的甜品。			Locfile全量-20260402	Devilroll Pudding		New	悪魔の葉巻プリン																											惡魔雪茄布丁	
	Item Rewards	火焰花酱吐司		精灵食物⏎松软的吐司，挤上火焰花酱。没有精灵能抵抗这一口。			Locfile全量-20260402	Emberbloom Jam Toast		New	火炎花ジャムトースト																											火焰花醬吐司	
	Item Rewards	彩玉花汽水		精灵食物⏎融入了彩玉花清香的气泡饮。是精灵们居家旅行必备小饮品。			Locfile全量-20260402	Prismbloom Soda		New	彩玉花ソーダ																											彩玉花汽水	
	Item Rewards	象牙花甜酱		精灵食物⏎甜而不腻，香气扑鼻。回味中有着象牙花的香气，是精灵们喜爱的食物。			Locfile全量-20260402	Ivorybloom Sweet Sauce		New	象牙花ソース																											象牙花甜醬	
	Item Rewards	海神花曲奇		精灵食物⏎用海神花烤制而成的曲奇。香香脆脆大受精灵们好评。			Locfile全量-20260402	Tidebloom Cookie		New	海神花クッキー																											海神花餅乾	
	Item Rewards	紫雀花布丁		精灵食物⏎Q弹爽滑的布丁，还能嚼到紫雀花颗粒。是精灵们喜爱的甜品。			Locfile全量-20260402	Violetfinch Pudding		New	紫雀の花プリン																											紫雀花布丁	
	Item Rewards	短木莲酱吐司		精灵食物⏎松软的吐司，挤上短木莲酱。没有精灵能抵抗这一口。			Locfile全量-20260402	Dwarf Magnolia Jam Toast		New	タンモクレンジャムトースト																											短木蓮醬吐司	
	Item Rewards	小板凳		玩具⏎单人座椅，由万事通设计的板凳。			Locfile全量-20260402	Small Stool		New	ミニスツール																											小板凳	
	Item Rewards	木头长椅		玩具⏎双人座椅，由万事通打造的长椅。			Locfile全量-20260402	Wooden Bench		New	木の長椅子																											木頭長椅	
	Item Rewards	旧皮箱		玩具⏎单人座椅，复古的旧皮箱，蕴含不稳定的空间魔法。			Locfile全量-20260402	Old Suitcase		New	古びたトランク																											舊皮箱	
	Item Rewards	知识板凳		玩具⏎双人座椅，由知识堆成的板凳，可以和伙伴一起钻研知识。			Locfile全量-20260402	Study Stool		New	知識のスツール																											知識板凳	
	Item Rewards	舒适课桌		玩具⏎四人座椅，宽敞舒适，共享课堂时光。			Locfile全量-20260402	Comfy School Desk		New	快適な勉強机																											舒適課桌	
	Item Rewards	鹅鹅鹅长椅		玩具⏎有一个假扮成迪莫的小玩偶正坐着休息			Locfile全量-20260402	Goooooose Bench		New	キューキューの長椅子																											鵝鵝鵝長椅	
	Item Rewards	浅绿墙面		装潢⏎绿色墙纸上增添了简约的白色印花，浅木色屋顶搭配白漆房梁清新优雅使用后可以改变小屋的墙面			Locfile全量-20260402	Pale Green Wall		New	黄緑の壁		New																									淺綠牆面	
	Item Rewards	斜纹地板		装潢⏎点缀着三叶草印花的橙黄色墙纸，搭配上胡桃木色房梁，沉稳中透露出小小活泼使用后可以改变小屋的墙面			Locfile全量-20260402	Herringbone Floor		New	ヘリンボーンの床																											斜紋地板	
	Item Rewards	橙木墙面		装潢⏎点缀着三叶草印花的橙黄色墙纸，搭配上胡桃木色房梁，沉稳中透露出小小活泼使用后可以改变小屋的墙面			Locfile全量-20260402	Amberwood Wall		New	オレンジウッドの壁																											橘木牆面	
	Item Rewards	星纹地板		装潢⏎整齐排列着星星纹路的瓷砖，是魔法师们最喜爱的元素使用后可以改变小屋的地面			Locfile全量-20260402	Star Pattern Floor		New	星の床		New																									星紋地板	
	Item Rewards	暮紫墙面		装潢⏎印有流星花纹的深紫色墙纸，搭配冷调乌木色房梁，透露着房主人独特且高冷的品味使用后可以改变小屋的墙面			Locfile全量-20260402	Twilight Violet Wall		New	紫の壁		New																									暮紫牆面	
	Item Rewards	藤纹地板		装潢⏎蓝灰色的藤文交织成四角星形状，瓷砖的材质更添一份清冷使用后可以改变小屋的地面			Locfile全量-20260402	Vine-patterned Floor		New	藤模様の床		New																									藤紋地板	
	Item Rewards	密林炼金		装潢⏎家园获得			Locfile全量-20260402	Forest Alchemy		New	密林の錬金		New																									密林煉金	
	Item Rewards	赤色矿石		装潢⏎家园获得			Locfile全量-20260402	Red Ore		New	赤色鉱石		New																									赤色礦石	
	Item Rewards	发条剧场		装潢⏎古拉拉家具店获得			Locfile全量-20260402	Clockwork Theater		New	ゼンマイ劇場																											發條劇場	
	Item Rewards	拼色彩格		装潢⏎古拉拉家具店获得			Locfile全量-20260402	Colorblock Tiles		New	カラーブロックパズル																											拼色彩格	
	Item Rewards	梦境茶歇		装潢⏎古拉拉家具店获得			Locfile全量-20260402	Dreamy Tea Break		New	夢の世界のティータイム																											夢境茶歇	
	Item Rewards	欧式理石		装潢⏎古拉拉家具店获得			Locfile全量-20260402	European Marble		New	西洋風大理石																											歐式理石	
	Item Rewards	精灵稀有卡牌		分享卡⏎获得后可在精灵界面分享该精灵的卡牌。			Locfile全量-20260402	Rare Jini Card		New	ジニのレアカード																											精靈稀有卡牌	
	Item Rewards	木系灵石					Locfile全量-20260402	Wood-class Shard		New																												木系靈石	
	Item Rewards	学院补给					Locfile全量-20260402	Academy Supplies		New	学院補給																											學院補給	
	Item Rewards	精灵学共鸣		纪念名片⏎「精灵学学者」的认证回馈。倾听万物回响，共鸣世界意志。			Locfile全量-20260402	Jiniology Resonance		New																												精靈學共鳴	
	Item Rewards	炼金学试炼		纪念名片⏎「炼金学学者」的认证回馈。化虚为实，点石成金。			Locfile全量-20260402	Alchemy Trial		New																												煉金學試煉	
	Item Rewards	仪典学法则		纪念名片⏎「仪典学学者」的认证回馈。魔法是撬动世界规则的杠杆，而仪式及法则是支点。			Locfile全量-20260402	Rituals Principles		New																												儀典學法則	
	Item Rewards	战斗学艺术		纪念名片⏎「战斗学学者」的认证回馈。决斗不止有赢的一方，决斗更是雕刻一场艺术。			Locfile全量-20260402	Combat Arts		New																												戰鬥學藝術	
	？	魔芋拌愿骸		任务道具⏎来自月兔酒馆工程师古路尼的特殊菜品订单。			Locfile全量-20260402	Wishhusk Konjac		New	願いの残滓のコンニャク和え																											蒟蒻拌菜願骸	
	？	泡沫煮皮带罐头		任务道具⏎来自月兔酒馆主计长南十字的特殊菜品订单。			Locfile全量-20260402	Bubble-Boiled Belt Can		New	ベルトの泡煮込み缶詰																											泡沫煮皮帶罐頭	
	Item Rewards	分享卡		获得后可在精灵界面分享该精灵的卡牌。			Locfile全量-20260402	Share Card		New	シェアカード																											分享卡	
	Item Rewards	植物种子		背包的一个分区			Locfile全量-20260402	Seed		New																												植物種子	
	Item Rewards	炫彩涂料					Locfile全量-20260402	Iridescent Paint		New																												炫彩塗料	
	Item Rewards	特殊道具					Locfile全量-20260402	Special Item		New																												特殊道具	
	Item Rewards	珍稀货币		洛克钻就是一种珍稀货币			Locfile全量-20260402	Rare Currency		New	希少通貨		New																									稀有貨幣	
	Item Rewards	魔法徽章		背包的一个分区			Locfile全量-20260402	Magic Badge		New																												魔法徽章	
	Item Rewards	时装兑换券					Locfile全量-20260402	Costume Voucher		New																												時裝兌換券	
	Item Rewards	甜瓜		任务道具⏎成熟后从树上掉下来的水果，口味甜甜的。			Locfile全量-20260402	Sweet Melon		New	メロン																											甜瓜	
	Item Rewards	实木圆桌		家具⏎实木制作的圆桌，可用作茶几或者餐桌			Locfile全量-20260402	Solid Wooden Round Table		New	木製丸テーブル		Approved																									實木圓桌	
	Item Rewards	木头圆桌		玩具⏎四人座椅，兰斯洛曾经常用的圆桌，有磨损的痕迹。			Locfile全量-20260402	Wooden Round Table		New	木の丸テーブル																											木頭圓桌	
	Functional Area	月兔酒馆					Locfile全量-20260402	Moonhare Tavern		New	月見酒場		New																									月兔酒館	
	Functional Area	工匠协会					Locfile全量-20260402	Artisan Guild		New	職人協会		New																									工匠協會	
	Functional Area	侦探社					Locfile全量-20260402	Detective Agency		New	探偵社		Approved																									偵探社	
	Functional Area	王国城堡野外					Locfile全量-20260402	The Citadel (Wilderness)		New																												王國城堡野外	
	Functional Area	白盒					Locfile全量-20260402	Whitebox		New																												白盒	
	Functional Area	空中飞艇					Locfile全量-20260402	Airship		New																												空中飛艇	
	Functional Area	噩梦广场					Locfile全量-20260402	Nightmare Plaza		New																												噩夢廣場	
	Functional Area	黑暗灵魂之河					Locfile全量-20260402	Dark River of Souls		New	黒き魂の川																											黑暗靈魂之河	
	Functional Area	幻境副本					Locfile全量-20260402	Phantom Mirage		New																												幻境副本	
	Functional Area	魔法学院正反广场					Locfile全量-20260402	Mirror Plaza of the Magic Academy		New																												魔法學院正反廣場	
	Functional Area	噩梦危机魔法学院					Locfile全量-20260402	Nightmare Crisis: The Magic Academy		New																												噩夢危機魔法學院	
	Functional Area	噩梦祭坛					Locfile全量-20260402	Nightmare Altar		New	悪夢の祭壇		New																									噩夢祭壇	
	Functional Area	银蛇河口					Locfile全量-20260402	Silversnake Estuary		New	銀蛇の河口																											銀蛇河口	
	Jini Combat System	触底强击		造成魔伤，使用后若能量耗尽，本次技能威力+110。			Locfile全量-20260402	Last Stand		New	起死回生の一撃																											觸底強擊	
	Jini Combat System	不动如山		减伤90%，<desc_id=1016>应对攻击</>。			Locfile全量-20260402	Unshaken		New	不動の構え																											不動如山	
	Jini Combat System	一拳		对敌方精灵造成物理伤害。			任务导出对话(本地化专用)-batch20260421_B1	One Punch		New	一拳																											一拳	
	Jini Combat System	主轴		主轴旋转，力量传递。			Locfile全量-20260402	Main Drive		New	メインシャフト																											主軸	
	Jini Combat System	不可接触		减伤50%，敌方每有1层<desc_id=1036>中毒效果</>，本技能减伤+10%，<desc_id=1016>应对攻击</>。			Locfile全量-20260402	No Contact		New	アンタッチャブル																											不可接觸	
	Jini Combat System	主场优势		自己获得1层<desc_id=1018>攻击印记</>。			Locfile全量-20260402	Home Advantage		New	地の利																											主場優勢	
	Jini Combat System	乘风		自己获得速度+120。			Locfile全量-20260402	Wind Strider		New	風乗り																											乘風	
	Jini Combat System	三连破		自己获得物攻+30%，3连击。			Locfile全量-20260402	Triple Crush		New	三連破																											三連破	
	Jini Combat System	乱打		无招胜有招。			Locfile全量-20260402	Wild Strikes		New	乱打																											亂打	
	Jini Combat System	乘胜追击		造成物伤，1连击，每次使用后，本技能连击数永久+1。			Locfile全量-20260402	Press the Advantage		New	勝勢の追撃																											乘勝追擊	
	Jini Combat System	借用		每回合随机变成己方队伍中其他精灵的技能。			Locfile全量-20260402	Snatch		New	スキルコピー		New																									借用	
	Jini Combat System	倾泻		造成魔伤，若本次攻击未被防御技能应对，则驱散双方所有<desc_id=3010>印记</>。			Locfile全量-20260402	Cascade		New	奔流																											傾瀉	
	Jini Combat System	二律背反		敌方获得3层<desc_id=1035>星陨印记</>，<desc_id=1017>应对防御</>：额外使敌方<desc_id=1035>星陨印记</>层数翻倍。			Locfile全量-20260402	Antinomy		New	二律背反																											二律背反	
	Jini Combat System	交叉闪电		对敌方精灵造成物理伤害。			Locfile全量-20260402	Lightning Cross		New	クロスライトニング																											交叉閃電	
	Jini Combat System	偷袭		造成物伤，<desc_id=1015>应对状态</>：本次技能威力变为3倍。			任务导出对话(本地化专用)-batch20260421_B1	Sneak Attack		New	不意打ち																											偷襲	
	Jini Combat System	以重制重		造成物伤，敌方体重越高，本次技能威力越高。			Locfile全量-20260402	Weight for Weight		New	剛を以て剛を制す																											以重制重	
	Jini Combat System	光刃		对敌方精灵造成物理伤害。			Locfile全量-20260402	Light Blade		New	ライトブレード																											光刃	
	Jini Combat System	光球		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Light Orb		New	光のオーブ																											光球	
	Jini Combat System	丢冰块		造成物伤，敌方获得速度-30。			Locfile全量-20260402	Ice Hurl		New	氷投げ																											丟冰塊	
	Jini Combat System	休息回复		自己回复30%生命。			Locfile全量-20260402	Recover		New	休息回復																											休息回復	
	Jini Combat System	冥想		减伤80%，<desc_id=1016>应对攻击</>：敌方获得2层<desc_id=1035>星陨印记</>。			Locfile全量-20260402	Meditation		New	瞑想																											冥想	
	Jini Combat System	冰墙		减伤80%，<desc_id=1016>应对攻击</>：敌方获得2层<desc_id=1004>冻结</>。			Locfile全量-20260402	Ice Wall		New	アイスウォール																											冰牆	
	Jini Combat System	伪造账单		若敌方本回合回复生命，改为失去2倍。<desc_id=1020>先手</>+1。			Locfile全量-20260402	Forged Bill		New	偽造伝票																											偽造帳單	
	Jini Combat System	冰点		敌方获得5层<desc_id=1004>冻结</>，<desc_id=1017>应对防御</>：额外获得5层。			Locfile全量-20260402	Freezing Point		New	氷点																											冰點	
	Jini Combat System	传感器		造成物伤，2连击，本技能位于1号或3号位时连击+1，<desc_id=1033>传动</>1。			Locfile全量-20260402	Tracking Sensor		New	センサー																											感測器	
	Jini Combat System	冰爪		对敌方精灵造成物理伤害。			Locfile全量-20260402	Frostclaw		New	アイゼン																											冰爪	
	Jini Combat System	冰锥		对敌方精灵造成物理伤害。			Locfile全量-20260402	Frost Spike		New	つらら																											冰錐	
	Jini Combat System	伺机而动		下一次攻击时，技能威力+70。			Locfile全量-20260402	Preparation		New	チャンス到来																											伺機而動	
	Jini Combat System	冰雹		造成物伤，<desc_id=1015>应对状态</>：额外使敌方获得全技能能耗+3。			Locfile全量-20260402	Hail		New	雹降らし																											冰雹	
	Jini Combat System	俯冲猛击		对敌方精灵造成物理伤害。			Locfile全量-20260402	Swooping Strike		New	ダイブアタック																											俯衝猛擊	
	Jini Combat System	冲撞		造成物伤，回合结束时，本技能能耗永久-1。			Locfile全量-20260402	Collide		New	ぶつかり																											衝撞	
	Jini Combat System	冷风		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Chilling Wind		New	寒風																											冷風	
	Jini Combat System	充分燃烧		使敌方身上的<desc_id=1002>灼烧</>翻倍，并触发1次灼烧伤害。			Locfile全量-20260402	Complete Combustion		New	完全燃焼																											充分燃燒	
	Jini Combat System	刺盾		减伤70%，<desc_id=1016>应对攻击</>：敌方获得物攻-70%。			Locfile全量-20260402	Spiked Shield		New	スパイクシールド																											刺盾	
	Jini Combat System	光之矛		造成物伤，3连击。			Locfile全量-20260402	Light Spear		New	光の矛																											光之矛	
	Jini Combat System	先发制人		造成物理伤害，<desc_id=1020>先手</>+1。			Locfile全量-20260402	Initiative		New	先手必勝																											先發制人	
	Jini Combat System	刺藤		造成物伤，2连击。			Locfile全量-20260402	Thorny Vine		New	トゲつる																											刺藤	
	Jini Combat System	光合作用		自己获得1层<desc_id=1021>光合印记</>。			Locfile全量-20260402	Photosynthesis		New	光合成																											光合作用	
	Jini Combat System	剧毒		敌方获得3层<desc_id=1001>中毒</>，<desc_id=1017>应对防御</>：改为获得8层。			Locfile全量-20260402	Venom		New	猛毒																											劇毒	
	Jini Combat System	光能聚集		造成魔伤，每次使用其他草系技能后，本技能威力永久+60。			Locfile全量-20260402	Light Concentration		New	ライトチャージ⏎光合チャージ		New																									光能聚集	
	Jini Combat System	加固		自己获得物防+140%。			Locfile全量-20260402	Fortify		New	補強																											加固	
	Jini Combat System	冰捆缚		2连击，每次连击敌方获得全技能能耗+1。			Locfile全量-20260402	Ice Bind		New	氷の束縛																											冰捆縛	
	Jini Combat System	冰冻光线		造成魔伤，敌方获得全技能能耗+2。			Locfile全量-20260402	Freezing Beam		New	アイスビーム		New																									冰凍光線	
	Jini Combat System	勾魂		偷取敌方3能量。			Locfile全量-20260402	Soul Snatch		New	ソウルハント																											勾魂	
	Jini Combat System	冰天雪地		减伤80%，<desc_id=1016>应对攻击</>：被应对技能能耗+3。			Locfile全量-20260402	Frozen World		New	氷の世界																											冰天雪地	
	Jini Combat System	化劲		自己获得全技能威力+40。			Locfile全量-20260402	Power Shift		New	化勁																											化勁	
	Jini Combat System	冰晶坠		造成物伤，敌方获得全技能能耗+1。			Locfile全量-20260402	Glacial Fall		New	氷晶降らし																											冰晶墜	
	Jini Combat System	击鼓传花		自己<desc_id=1003>脱离</>，下个入场精灵继承自己<desc_id=1012>增益</>。			Locfile全量-20260402	Pass It On		New	撃鼓伝花																											擊鼓傳花	
	Jini Combat System	双响炮		造成物伤，2连击。			Locfile全量-20260402	Double Barrel		New	二重爆発																											雙響炮	
	Jini Combat System	力量吞噬		敌方获得全技能威力-20，自己获得全技能威力+20。			Locfile全量-20260402	Power Devour		New	パワードレイン																											力量吞噬	
	Jini Combat System	压扁		对敌方精灵造成物理伤害。			Locfile全量-20260402	Squash		New	押し潰し																											壓扁	
	Jini Combat System	双星		对敌方精灵造成物理伤害。			Locfile全量-20260402	Twinstar		New	双星																											雙星	
	Jini Combat System	反弹		将自己的<desc_id=1006>萌化</>转移给敌方。			任务导出对话(本地化专用)-batch20260421_B1	Rebound		New	リフレクト																											反彈	
	Jini Combat System	力量增效		自己获得物攻+100%。			Locfile全量-20260402	Power Surge		New	パワーブースト																											力量增效	
	Jini Combat System	取念		每回合随机变成敌方任意精灵的技能，且该技能能耗-2。			Locfile全量-20260402	Psychic		New	ものまね		New																									取念	
	Jini Combat System	加大功率		自己<desc_id=1003>脱离</>，替换入场的精灵回复8能量。			Locfile全量-20260402	Overdrive		New	出力増強																											加大功率	
	Jini Combat System	叠势		造成魔伤，2连击，每成功应对1次，本技能连击数永久+2。			Locfile全量-20260402	Building Momentum		New	スタックフォース																											疊勢	
	Jini Combat System	吓退		减伤60%，<desc_id=1016>应对攻击</>：敌方<desc_id=1003>脱离</>。			Locfile全量-20260402	Scare Off		New	威嚇																											嚇退	
	Jini Combat System	升龙咆哮		<desc_id=1007>蓄力</>，对敌方造成魔法伤害。			Locfile全量-20260402	Dragon Ascent		New	昇竜の咆哮																											升龍咆哮	
	Jini Combat System	午夜噪音		造成魔伤，5连击。			Locfile全量-20260402	Midnight Clamor		New	ミッドナイトノイズ																											午夜噪音	
	Jini Combat System	反击拳		造成物伤，2连击，若后手攻击，改为3连击。			Locfile全量-20260402	Rebound Punch		New	カウンターパンチ																											反擊拳	
	Jini Combat System	双联脉冲		造成魔伤，<desc_id=1010>迸发</>：本技能使用次数+1。			Locfile全量-20260402	Twin Pulse		New	ツインパルス																											雙聯脈衝	
	Jini Combat System	听桥		减伤60%，<desc_id=1016>应对攻击</>：对敌方造成物理伤害，威力与被应对技能相等。			任务导出对话(本地化专用)-batch20260421_B1	Bridge Sense		New	受け流し																											聽橋	
	Jini Combat System	吹火		造成物伤，每次使用后，本技能威力永久+20。			Locfile全量-20260402	Fire Puff		New	ファイアブレス																											吹火	
	Jini Combat System	吹炎		<desc_id=1007>蓄力</>，造成物伤，<desc_id=1015>应对状态</>：本次技能威力翻倍。			Locfile全量-20260402	Searing Breath		New	ファイアブレス																											吹炎	
	Jini Combat System	咆哮		敌方获得物攻-130%。			Locfile全量-20260402	Roar		New	咆哮																											咆哮	
	Jini Combat System	啄击		造成物伤，2连击。			Locfile全量-20260402	Peck		New	嘴突き																											啄擊	
	Jini Combat System	叶绿光束		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Chloro Beam		New	グリーンビーム																											葉綠光束	
	Jini Combat System	大爆炸		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Explosion		New	大爆発																											大爆炸	
	Jini Combat System	嗜痛		减伤80%，<desc_id=1016>应对攻击</>：期间自己每次受到伤害，获得双攻+40%。			Locfile全量-20260402	Painseeker		New	苦痛好み																											嗜痛	
	Jini Combat System	嘲弄		自己获得魔攻+90%，若敌方本回合更换精灵，自己获得速度+70。			Locfile全量-20260402	Mockery		New	からかい																											嘲弄	
	Jini Combat System	后发制人		造成物理伤害，<desc_id=1020>先手</>-1。			Locfile全量-20260402	Late Strike		New	後手必勝																											後發制人	
	Jini Combat System	地刺		造成物伤，<desc_id=1015>应对状态</>：额外<desc_id=1011>打断</>被应对技能。			Locfile全量-20260402	Earthspike		New	アーススパイク																											地刺	
	Jini Combat System	富养化		为场下每个精灵回复3能量。			Locfile全量-20260402	Enrichment		New	富栄養化																											富養化	
	Jini Combat System	地陷		造成物伤，自己获得物防+70%，<desc_id=1015>应对状态</>：本次技能威力翻倍，且物防额外+70%。			Locfile全量-20260402	Landslide		New	シンクホール																											地陷	
	Jini Combat System	地震		对敌方精灵造成物理伤害。			任务导出对话(本地化专用)-batch20260421_B1	Earthquake		New	アースクェイク																											地震	
	Jini Combat System	啮合传递		自己获得速度+80，本技能位于1号或3号位时额外获得物攻+60%，<desc_id=1033>传动</>1。			Locfile全量-20260402	Gear Transfer		New	ギアリンク																											嚙合傳遞	
	Jini Combat System	坍缩		造成魔伤，若击败敌方，自己获得魔攻+70%。			Locfile全量-20260402	Collapse		New	コラプス																											坍縮	
	Jini Combat System	四维降解		造成魔伤，敌方每有1层<desc_id=3010>印记</>，本技能能耗-1。			Locfile全量-20260402	Quad Degradation		New	四次元分解																											四維降解	
	Jini Combat System	埋伏		造成魔伤，3连击，若敌方本回合更换精灵，本次技能连击数+3。			Locfile全量-20260402	Ambush		New	待ち伏せ																											埋伏	
	Jini Combat System	回旋风暴		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Whirlwind Storm		New	スパイラルストーム																											迴旋風暴	
	Jini Combat System	坟场搏击		造成物伤，敌方每有1能量，本次技能威力-10%。			Locfile全量-20260402	Grave Brawl		New	グレイヴバトル																											墳場搏擊	
	Jini Combat System	壁垒		减伤90%，<desc_id=1016>应对攻击</>：防御技能冷却-1。			Locfile全量-20260402	Fortress		New	ウォール																											壁壘	
	Jini Combat System	复写		每回合随机变成自己未携带的技能，且该技能能耗-2。			Locfile全量-20260402	Rewrite		New	トレース⏎わざ写し		New																									複寫	
	Jini Combat System	天光		造成魔伤，本技能系别和天气系别相同。			Locfile全量-20260402	Skylight		New	天光																											天光	
	Jini Combat System	垂死反击		造成物伤，自己每失去5%生命，本次技能威力+5。			Locfile全量-20260402	Desperate Counter		New	瀕死の一撃																											垂死反擊	
	Jini Combat System	天洪		造成魔伤，<desc_id=1015>应对状态</>：本技能能耗永久-6。			Locfile全量-20260402	Skyflood		New	ヘブンリーフラッド																											天洪	
	Jini Combat System	多维击打		造成魔伤，1连击，敌方每有1层<desc_id=1035>星陨印记</>，本次技能连击数+1。			Locfile全量-20260402	Dimensional Strike		New	多次元打撃																											多維擊打	
	Jini Combat System	天火		敌方获得10层<desc_id=1002>灼烧</>，<desc_id=1017>应对防御</>：改为获得30层。			Locfile全量-20260402	Skyfire		New	天火																											天火	
	Jini Combat System	孢子		敌方获得1层<desc_id=1008>寄生</>。			Locfile全量-20260402	Spore		New	胞子																											孢子	
	Jini Combat System	天旋地转		造成物理伤害，<desc_id=1020>先手</>+1，<desc_id=1010>迸发</>：本次技能威力+30。			Locfile全量-20260402	Dizzying Spin		New	天地返し																											天旋地轉	
	Jini Combat System	寸拳		造成物伤，自己回复1能量。			Locfile全量-20260402	Inch Punch		New	寸勁																											寸拳	
	Jini Combat System	山火		造成物伤，每使用1次其他火系技能，本技能威力永久翻倍。			Locfile全量-20260402	Mountain Fire		New	山火																											山火	
	Jini Combat System	崩拳		造成物伤，<desc_id=1015>应对状态</>：自己获得物攻+100%。			Locfile全量-20260402	Crushing Punch		New	崩拳																											崩拳	
	Jini Combat System	寒风吹		造成魔伤，敌方获得魔防-50%。			Locfile全量-20260402	Frostwind		New	コールドブロウ																											寒風吹	
	Jini Combat System	幻象		对敌方精灵造成物理伤害。			Locfile全量-20260402	Mirage		New	イリュージョン																											幻象	
	Jini Combat System	尾后针		对敌方精灵造成物理伤害。			Locfile全量-20260402	Tail Spike		New	テイルスティング																											尾後針	
	Jini Combat System	引燃		敌方获得10层<desc_id=1002>灼烧</>。			任务导出对话(本地化专用)-batch20260421_B1	Ignite		New	点火																											引燃	
	Jini Combat System	孢子爆散		造成物伤，1连击，每次使用后，本技能连击数永久+2。			Locfile全量-20260402	Spore Burst		New	胞子拡散																											孢子爆散	
	Jini Combat System	彗星		造成魔伤，每失去5%生命，本次技能威力-10，使用后消耗全部生命。			Locfile全量-20260402	Comet		New	コメット																											彗星	
	Jini Combat System	恶作剧		敌方失去3能量，<desc_id=1017>应对防御</>：改为敌方失去6能量。			任务导出对话(本地化专用)-batch20260421_B1	Prank		New	イタズラ																											惡作劇	
	Jini Combat System	影袭		对敌方精灵造成物理伤害。			Locfile全量-20260402	Shadow Strike		New	影討ち																											影襲	
	Jini Combat System	导电撞击		对敌方精灵造成物理伤害。			Locfile全量-20260402	Volt Crash		New	ボルトタックル																											導電撞擊	
	Jini Combat System	恶能量		对敌方精灵造成物理伤害。			Locfile全量-20260402	Evil Energy		New	ダークエネルギー																											惡能量	
	Jini Combat System	怒火		自己获得双攻+120%和双防-40%。			任务导出对话(本地化专用)-batch20260421_B1	Rage		New	怒りの炎																											怒火	
	Jini Combat System	岩土暴击		造成物伤，每被攻击1次。本技能能耗永久-1。			Locfile全量-20260402	Stonebreaker		New	岩砕撃																											岩土暴擊	
	Jini Combat System	恐吓		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Menace		New	威嚇																											恐嚇	
	Jini Combat System	岩脉崩毁		造成物伤，本技能能耗固定为4。			Locfile全量-20260402	Bedrock Collapse		New	ロックコラプス																											岩脈崩毀	
	Jini Combat System	感电		造成魔伤，每<desc_id=3009>离场</>1次，本技能使用次数永久+1。			Locfile全量-20260402	Static Shock		New	感電																											感電	
	Jini Combat System	截拳		造成物伤，<desc_id=1015>应对状态</>：额外造成<desc_id=1011>打断</>，回复该技能能耗的能量。			Locfile全量-20260402	Intercept Fist		New	截拳																											截拳	
	Jini Combat System	幽灵爆发		对敌方精灵造成魔法伤害。			Locfile全量-20260402	Phantom Burst		New	ゴーストバースト																											幽靈爆發	
